id,Paid?,Registration Date,(Pw) Analytics,(Pw) Backup-restore,(Pw) Color-Management,(Pw) Custom-Fonts,(Pw) Downloadable-Publication,(Pw) Email-Thumb,(Pw) Embedding,(Pw) Page-Limit,(Pw) Pdf-dpi,(Pw) Premium Templates,(Pw) Pub-Password,(Pw) Publish-banner,(Pw) Revision-history,(Pw) Storage,(Pw) Unlicensed/View Only
12723569,0,3/23/16 3:11,,,,,,,,,,,,,,,
833748,0,3/3/16 5:00,,,,,,,,,,,,,,,
1538668,0,3/9/16 2:49,,,,,,,,1/19/16 7:40,,,,,,,
11220629,0,2/8/16 5:26,,,,,,,,,,,,,,,
12075319,0,3/3/16 11:36,,,,,,,,,,,,,,,
10403948,0,1/11/16 13:52,,,,,,,,1/11/16 13:58,,1/11/16 13:53,,,,,
10526663,0,1/15/16 4:06,,,,,,,,,,,,,,,
12817024,0,3/26/16 14:41,,,,,,,,,,,,,,,
12765625,0,3/24/16 2:52,,,3/24/16 5:04,,,,,,,,,,,,
11826736,0,2/25/16 13:04,,,,,,,,,,,,,,,
11875042,0,2/26/16 18:25,,,,,,,,,,,,,,,
11437786,0,2/14/16 14:14,,,,,,,,,,,,,,,
11567990,0,2/18/16 7:23,,,,,,,,,,,,,,,
10677466,0,1/21/16 4:30,,,,,,,,,,,,,,,
11517942,0,2/16/16 22:42,,,,,,,,,,,,,,,
10922991,0,1/28/16 21:56,,,,,,,,,,,,,,,
12280910,0,3/9/16 12:52,,,,,,,,,,,,,,,
12660334,0,3/21/16 13:17,,,,,,,,,,,,,,,
10700271,0,1/21/16 19:06,,,,,,,,,,,,,,,
11976513,0,3/1/16 10:36,,,,,,,,,,,,,,,
11970554,0,3/1/16 8:55,,,,,,,,,,,,,,,
12389108,0,3/12/16 23:47,,,,,,,,,,,,,,,
10358191,0,1/9/16 12:37,,,,,,,,,,,,,,,
12209185,0,3/8/16 6:41,,,,,,,,,,,,,,,
11392949,0,2/12/16 1:52,,,,,,,,,,,,,,,
11520345,0,2/17/16 2:13,,,,,,,,2/17/16 2:14,,,,,,,
12873184,0,3/29/16 6:16,,,,,,,,,,,,,,,
11176870,0,2/5/16 11:41,,,,,,,,,,,,,,,
11369500,0,2/11/16 11:11,,,,,,,,2/17/16 11:49,,2/11/16 11:40,,,,,
10218735,0,1/4/16 14:17,,,,,,1/6/16 7:32,,,1/4/16 17:40,1/4/16 14:17,,,,,
10449913,0,1/15/16 12:06,,,,,,,,,,,,,,,
12641296,0,3/21/16 5:08,,,3/22/16 11:36,,,,,3/21/16 9:15,,,,,,,
11297970,0,2/9/16 18:17,,,,,,,,,,,,,,,
12884111,0,3/29/16 11:28,,,,,,,,4/1/16 11:28,,3/29/16 11:30,,,,,
12884149,0,3/29/16 11:29,,,,,,,,,,,,,,,
12065869,0,3/3/16 8:48,,,,,,,,3/8/16 7:37,,,,,,,
11319825,0,2/10/16 10:02,,,,,,,,,,,,,,,
11507223,0,2/16/16 14:51,,,,,,,,,3/2/16 12:17,,,,,,
11255030,0,2/8/16 22:56,,,,,,,,,,,,,,,
12770442,0,3/24/16 8:20,,,,,,,,,,,,,,,
10521655,0,1/14/16 20:47,,,,,,,,,,,,,,,
12063125,0,3/3/16 7:52,,,,,,,,,,,,,,,
11923095,0,2/29/16 8:38,,,,,,,,,,,,,,,
11920692,0,2/29/16 7:41,,,,,,,,3/14/16 7:50,,,,,,,
12545702,0,3/17/16 7:40,,,,,,,,,,,,,,,
12545599,0,3/17/16 7:40,,,,,,,,,,,,,,,
12451427,0,3/14/16 22:08,,,,,,,,,,,,,,,
10231292,0,1/5/16 8:13,,,,,,,,,,,,,,,
11278257,0,2/9/16 12:12,,,,,,,,,,,,,,,
11096807,0,2/3/16 12:30,,,,,,,,,,,,,,,
10448261,0,1/13/16 11:35,,,,,,,,,,,,,,,
12054306,0,3/3/16 3:44,,,,,,,,,,,,,,,
10971140,0,1/31/16 7:49,,,,,,,,,,,,,,,
12494833,0,3/15/16 22:09,,,,,,,,,,,,,,,
11059108,0,2/2/16 17:23,,,,,,,,,,,,,,,
10194991,0,1/2/16 20:52,,,,,,,,,,1/2/16 20:53,,,,,
12268014,0,3/9/16 9:10,,,,,,,,,,,,,,,
11028551,0,2/2/16 3:32,,,,,,,,2/2/16 3:35,,2/2/16 3:33,,,,,
10299364,0,1/6/16 21:53,,,,,,,,,,,,,,,
6080403,0,3/22/16 13:53,,,,,,,,,,,,,,,
10735060,0,1/23/16 8:37,,,,,,,,,,,,,,,
11819476,0,2/25/16 10:51,,,,,,,,,,,,,,,
11611900,0,2/19/16 8:57,,,,,,,,,,2/19/16 9:22,,,,,
12340032,0,3/10/16 22:41,,,3/13/16 14:16,,,,,,,,,,,,
11371722,0,2/11/16 11:53,,,,,,2/19/16 12:15,,,,,,2/19/16 17:36,,,
10341184,0,1/8/16 9:01,,,,,,,,,,,,,,,
12554736,0,3/17/16 10:46,,,,,,,,,,,,,,,
11886259,0,2/27/16 14:21,,,,,,,,,,,,,,,
11111118,0,2/3/16 19:52,,,,,,,,,,,,,,,
554605,0,2/7/14 16:47,,,,,,,,,,5/22/16 20:37,,,,3/6/16 9:03,
12786316,0,3/24/16 15:34,,,,,,,,,,,,,,3/24/16 15:43,
11314519,0,2/10/16 8:23,,,,,2/15/16 18:39,2/15/16 18:40,,,,,,2/15/16 14:37,2/15/16 11:54,,
9482692,0,2/22/16 13:47,,,,,,,,,,,,,,,
11503064,0,2/16/16 12:53,,,,,,,,,,,,,,,
12358218,0,3/11/16 12:36,,,,,,,,,,,,,,,
11039423,0,2/2/16 9:21,,,,,,,,,,,,,,,
12807093,0,3/25/16 15:15,,,,,,,,,,,,,,,
10920774,0,1/28/16 19:51,,,,,,,,,,,,,,,
11263052,0,2/9/16 7:13,,,,,,,,,,,,,,,
11733868,0,2/23/16 12:14,,,,,,,,,,5/17/16 11:25,,,,,
11875649,0,2/26/16 19:06,,,,,,,,,,,,,,,
10207538,0,1/4/16 7:03,,,,,,,,1/8/16 6:58,,1/8/16 6:51,,,,,
13006471,0,3/31/16 15:48,,,,,,,,,,,,,,,
12348913,0,3/11/16 8:16,,,,,,,,,,,,,,,
11535465,0,3/7/16 15:11,,,,,,,,,,,,,,,
11502696,0,2/16/16 12:41,,,,,,,,,,,,,,,
10765678,0,1/25/16 11:33,,,,,,,,,,1/25/16 11:35,,,,,
12910114,0,3/30/16 6:33,,,,,,,,,,,,,,,
10638593,0,1/20/16 0:46,,,,,,,,1/20/16 0:51,,1/20/16 0:47,,,,,
12741296,0,3/23/16 11:13,,,,,,,,,,,,,,,
12730448,0,3/23/16 7:46,,,,,,,,,,,,,,,
11633965,0,2/20/16 5:58,,,,,,,,,,,,,,,
11632549,0,2/20/16 2:36,,,,,,,,,,,,,,,
11892323,0,2/28/16 2:26,,,,,,,,,,,,,,,
12607970,0,3/19/16 1:26,,,,,,,,,,,,,,,
12089306,0,3/3/16 17:24,,,,,,,,,,,,,,,
12590510,0,3/18/16 9:30,,,,3/18/16 9:36,,,,,,,,,,,
10936043,0,1/29/16 9:11,,,,,,,,,,,,,,,
12269973,0,3/9/16 9:43,,,,,,,,,,,,,,,
11775434,0,2/24/16 11:14,,,,,,,,,,,,,,,
10971802,0,1/31/16 8:49,,,,,,,,,,,,,,,
11196701,0,2/6/16 13:19,,,,,,,,,,,,,,,
11504178,0,2/16/16 13:35,,,,,,,,,,,,,,,
12552555,0,3/17/16 9:55,,,,,,,,,,,,,,,
11183781,0,2/5/16 14:31,,,,,,,,,,,,,,,
10530515,0,1/15/16 8:01,,,,,,,,,,,,,,,
12880772,0,3/29/16 10:02,,,,,,,,,,,,,,,
10781784,0,1/26/16 6:39,,,,,,,,,,,,,,,
10232317,0,1/5/16 8:45,,,,,,,,,,,,,,,
12497934,0,3/16/16 1:53,,,,,,,,,,,,,,,
12660138,0,3/23/16 11:13,,,,,,,,,,,,,,,
11013311,0,2/1/16 14:24,,,,,,2/1/16 16:52,,,,,,,,,
11139711,0,2/4/16 12:00,,,,,,,,,,,,,,,
11171867,0,2/5/16 9:57,,,,,,,,,,,,,,,
12070174,0,3/3/16 10:11,,,,,,,,,,3/3/16 10:28,,,,,
10551434,0,1/15/16 21:47,,,,,,,,,,,,,,,
11793262,0,2/24/16 18:07,,,,,,,,,,,,,,,
11356368,0,2/11/16 7:10,,,,,,,,,,,,,,,
11357918,0,2/11/16 7:41,,,,,,,,,,,,,,,
11357875,0,2/11/16 7:41,,,,,,,,,,,,,,,
11512742,0,2/16/16 18:30,,,,,,,,,,,,,,,
10801323,0,2/5/16 6:44,,,,2/5/16 12:28,,,,,,,,,,,
11179958,0,2/5/16 12:44,,,,,,,,,,,,,,,
11210807,0,2/7/16 15:32,,,,,,,,,,,,,,,
11321053,0,2/10/16 10:28,,,,,,,,,,,,,,,
10901252,0,1/28/16 10:11,,,,,,,,,,,,,,,
12493598,0,3/15/16 20:52,,,,,,,,,,,,,,,
12248215,0,3/8/16 19:54,,,,,,,,,,,,,,,
11639760,0,2/20/16 14:44,,,,,,,,,,,,,,,
11188398,0,2/5/16 20:05,,,,,,,,,,,,,,,
12001261,0,3/1/16 23:01,,,,,,,,,,,,,,,
11299968,0,2/10/16 19:40,,,,,,,,,,,,,,,
12406993,0,3/13/16 23:31,,,,,,,,,,3/13/16 23:38,,,,,
10569486,0,1/17/16 11:49,,,,,,,,,,,,,,,
11892351,0,2/28/16 2:32,,,,,,,,,,,,,,,
12488459,0,3/15/16 17:28,,,,,,,,,,,,,,,
11969827,0,3/1/16 8:37,,,,,,,,,,,,,,,
10552908,0,1/16/16 1:26,,,,,,,,,,,,,,,
10766635,0,1/25/16 12:07,,,,,,,,,,,,,,,
11964946,0,3/1/16 7:00,,,,,,,,,3/3/16 7:39,,,,,,
10882337,0,1/27/16 20:30,,,,,,,,,,,,,,,
11887634,0,2/27/16 16:40,,,,,,,,,,,,,,,
11520277,0,2/17/16 2:08,,,,,,,,,,,,,,,
11199116,0,2/6/16 17:28,,,,,,,,,,,,,,,
11550344,0,2/17/16 16:08,,,,,,,,,,2/17/16 16:09,,,,,
10513328,0,1/14/16 13:49,,,,,,,,,,,,,,,
12130428,0,3/4/16 23:12,,,,,,,,,,,,,,,
12895799,0,3/29/16 16:57,,,,,3/29/16 17:06,,,,,,,,,,
11843865,0,2/26/16 0:28,,,,,,,,,,3/17/16 23:11,,,,,
12620112,0,3/19/16 21:54,,,,,,,,,,,,,,,
11024199,0,2/1/16 22:06,,,2/19/16 1:35,2/1/16 22:49,,,,2/19/16 1:31,2/19/16 1:35,,,,,,
10336547,0,1/8/16 6:04,,,,,,,,,,,,,,,
11978747,0,3/1/16 11:41,,,,,,,,,,,,,,,
11032675,0,2/2/16 6:59,,,,,,,,,,,,,,,
11081299,0,2/3/16 9:29,,,,,,,,,,,,,,,
10525135,0,1/15/16 3:31,,,,,,,,,,,,,,,
10322259,0,1/7/16 13:12,,,,,,,,,,,,,,,
11475265,0,2/15/16 16:45,,,,,,,,,,,,,,,
12718959,0,3/22/16 21:32,,,,,,,,,,,,,,,
11728709,0,2/23/16 10:41,,,,,,,,,,,,,,,
10404514,0,1/11/16 14:16,,,,,,,,,,,,,,,
10319448,0,1/7/16 11:52,,,,,,,,,,,,,,,
12244585,0,3/8/16 17:14,,,,,,,,,3/8/16 17:30,,,,,,
12599134,0,3/18/16 12:59,,,,,,,,,,,,,,,
12528800,0,3/16/16 16:28,,,,,,3/17/16 13:41,,,,,,,,,
12264930,0,3/9/16 8:03,,,,,,,,,6/6/16 9:13,,,,,,
12677193,0,3/22/16 7:16,,,,,,,,,,,,,,,
11274598,0,2/9/16 11:13,,,,,,,,,,,,,,,
10638200,0,1/20/16 0:26,,,,,,,,,,,,,,,
10638589,0,1/20/16 1:10,,,,,,,,,,,,,,,
11436758,0,2/13/16 22:23,,,,,,,,,,,,,,,
12689323,0,3/22/16 8:36,,,,,,,,,,,,,,,
12470473,0,3/15/16 10:16,,,,,,,,,,,,,,,
12608258,0,3/19/16 2:44,,,,,,,,,,,,,,,
11877873,0,2/26/16 23:33,,,,,,,,,,,,,,,
10697513,0,1/21/16 19:39,,,,,,,,,,,,,,,
10529017,0,1/15/16 6:29,,,,,,,,,,1/15/16 6:30,,,,,
10883096,0,1/27/16 21:23,,,,,,,,,,,,,,,
12283575,0,3/9/16 13:55,,,,,,,,,,,,,,,
12098889,0,3/4/16 2:33,,,3/9/16 2:39,,,,,,,,,,,3/29/16 4:39,
10269622,0,1/6/16 4:07,,,,,,,,,,,,,,,
11536283,0,2/17/16 10:50,,,,,,,,,,,,,,,
11150436,0,2/4/16 17:30,,,,,,,,,,,,,,,
10967572,0,1/30/16 23:08,,,,,,,,,,,,,,,
10672012,0,1/20/16 20:00,,,,,,,,,,,,,,,
10193565,0,1/2/16 15:16,,,,,,,,,,,,,,,
12139600,0,3/5/16 14:45,,,,,,,,,,,,,,,
12715389,0,3/22/16 19:01,,,,,,,,,,,,,,,
11757086,0,2/24/16 3:34,,,,,,,,,,2/24/16 3:35,,,,,
11756878,0,2/24/16 6:57,,,,,,,,,,,,,,,
11664162,0,2/22/16 1:14,,,,,,,,,,,,,,,
12591821,0,3/18/16 10:02,,,,,,,,,,,,,,,
10952279,0,1/29/16 18:03,,,,,,,,,,,,,,,
10578931,0,1/18/16 1:09,,,,,,,,,,,,,,,
11163015,0,2/5/16 6:28,,,,,,,,,,2/8/16 6:15,,,,,
12275551,0,3/9/16 11:21,,,,,,,,,,,,,,,
11888762,0,2/28/16 10:22,,,,,,,,,,,,,,,
12687325,0,3/22/16 8:04,,,,,,,,,,,,,,,
11205630,0,2/7/16 9:24,,,,,,,,,,,,,,,
12036050,0,3/2/16 13:45,,,,,,,,,,,,,,,
10994235,0,2/1/16 7:44,,,,,,,,,,,,,,,
10331731,0,1/10/16 3:03,,,,,,,,,,,,,,,
12792728,0,3/24/16 23:54,,,,,,,,,,,,,,,
10381424,0,1/11/16 1:11,,,,,,,,,,,,,,,
12572090,0,3/17/16 19:33,,,,,,,,,,,,,,,
10296001,0,1/6/16 19:20,,,,,,,,,,,,,,,
10331899,0,1/7/16 20:11,,,1/10/16 3:09,,,,,,,,,,,,
12052752,0,3/3/16 1:06,,,3/3/16 2:11,,,,,,,,,,,3/3/16 2:16,
11801608,0,2/25/16 2:06,,,,,,,,,,,,,,,
12793986,0,3/25/16 3:55,,,,,,,,,,,,,,,
10331993,0,1/7/16 20:19,,,,,,,,,,,,,,,
11859476,0,2/26/16 10:08,,,,,,,,,,,,,,,
10645034,0,1/20/16 6:59,,,,,,,,,,,,,,,
11921032,0,2/29/16 7:47,,,,,,,,,,,,,,,
11738199,0,2/23/16 14:01,,,,,,,,,,,,,,,
12936575,0,3/31/16 3:55,,,,,,,,,,3/31/16 3:56,,,,,
12714783,0,3/22/16 18:32,,,,,,,,,,,,,,,
11814463,0,2/25/16 9:23,,,,,,,,,,,,,,,
11801052,0,2/25/16 1:30,,,,,,,,,,,,,,,
10372428,0,1/10/16 8:57,,,,,,,,,,,,,,,
10141338,0,2/3/16 12:18,,,,,,,,,,,,,,,
12888006,0,3/29/16 13:22,,,,,,,,,,,,,,,
12020733,0,3/2/16 9:46,,,,,,,,,,,,,,,
11107840,0,2/3/16 17:35,,,,,,,,,,,,,,,
12456395,0,3/15/16 3:42,,,,,,,,,,,,,,,
11422026,0,2/12/16 20:35,,,,,,,,,,,,,,,
11724683,0,2/23/16 9:37,,,,,,,,,2/25/16 11:20,2/23/16 9:40,,,,2/24/16 7:04,
11580123,0,2/18/16 11:12,,,,,,,,,,,,,,,
11375534,0,2/11/16 13:07,,,,,,,,,,,,,,,
12647544,0,3/21/16 8:49,,,,,,,,,,,,,,,
12648695,0,3/21/16 9:22,,,,,,,,,,,,,,,
11679688,0,3/1/16 7:24,,,,,,,,,,,,,,,
11462474,0,2/15/16 8:08,,,,,,,,,,,,,,,
10385509,0,1/11/16 7:24,,,,,,,,,,,,,,,
11337201,0,2/10/16 16:26,,,,,,,,,,,,,,,
12608647,0,3/19/16 4:10,,,,,,,,,,,,,,,
10373131,0,1/10/16 10:15,,,,,,,,,,,,,,,
11756580,0,2/24/16 3:08,,,,,,,,,,,,,,,
12005113,0,3/2/16 2:06,,,,,,,,,,,,,,,
12207663,0,3/7/16 23:34,,,,,,,,,,,,,,,
12219551,0,3/17/16 11:58,,,,,,,,,,,,,,,
11641541,0,2/20/16 17:49,,,2/20/16 19:43,,,,,,,,,,,,
10225184,0,1/5/16 1:28,,,,,,,,,,,,,,,
10410914,0,1/11/16 23:50,,,,,,,,,,,,,,,
12143086,0,3/5/16 20:40,,,,,,,,,,,,,,,
12907046,0,3/30/16 2:15,,,,,,,,,,,,,,,
11630798,0,2/19/16 21:50,,,,,,,,,,,,,,,
11349303,0,2/11/16 4:30,,,,,,,,,,,,,,,
12484792,0,3/15/16 15:08,,,3/17/16 0:30,,,,,,,,,,,,
12758332,0,3/23/16 19:09,,,,3/26/16 18:28,,,,,,,,,,3/24/16 21:13,
12467386,0,3/15/16 9:13,,,,,,,,,,,,,,,
10996619,0,2/1/16 8:31,,,,,,,,,,,2/1/16 8:43,,,,
10740760,0,1/23/16 22:46,,,,,,,,,,,,,,,
10209749,0,1/4/16 8:32,,,,,,,,,,,,,,,
10482513,0,1/14/16 0:01,,,,,,,,,,,,,,,
10861218,0,1/27/16 16:19,,,,,,,,,,,,,,,
11896101,0,2/28/16 9:04,,,,,,,,,,,,,,,
12693068,0,3/22/16 9:58,,,,,,,,,,,,,,,
11031821,0,2/2/16 6:26,,,,,,,,,,,,,,,
11659732,0,2/21/16 19:28,,,,,,,,3/13/16 12:41,3/21/16 6:17,,,,,,
12181335,0,3/7/16 10:03,,,,,,,,,,,,,,,
11698081,0,2/22/16 16:19,,,2/23/16 6:30,,,,,,,,,,,,
10574806,0,1/17/16 19:13,,,,,,,,,,,,,,,
10770318,0,1/25/16 13:51,,,,,,,,,,,,,,,
10772501,0,1/25/16 15:38,,,,,,,,,,,,,,,
10036460,0,12/18/15 7:43,,,,,,,,,,,,,,,
11150210,0,2/4/16 17:16,,,,,,,,,,,,,,,
11005262,0,2/1/16 11:20,,,,,,,,,,,,,,,
10201625,0,1/3/16 17:31,,,,,,3/31/16 8:34,,3/14/16 6:09,3/30/16 20:47,,,,,3/15/16 12:32,
12683660,0,3/22/16 6:32,,,,,,,,,,,,,,,
12528650,0,3/16/16 16:17,,,,,,,,,,,,,,,
10398708,0,2/6/16 0:03,,,,,,2/6/16 0:39,,,,,,,,,
12279532,0,3/9/16 12:20,,,,,,,,,,,,,,,
11891730,0,2/28/16 1:22,,,3/10/16 18:27,,,,,,,,,,,,
11064891,0,2/2/16 21:19,,,,,,,,,,,,,,,
11746482,0,2/23/16 19:03,,,,,,,,,,,,,,,
11447914,0,2/14/16 15:20,,,,,,,,,,,,,,,
11140061,0,2/4/16 12:08,,,,,,,,,,,,,,,
12179027,0,3/7/16 9:20,,,,,,,,,,,,,,,
10812827,0,1/27/16 8:21,,,,,,,,,,,,,,,
12416238,0,3/14/16 7:27,,,,,,,,,,,,,,,
10644278,0,1/20/16 6:33,,,,,,,,,,,,,,,
11977507,0,3/1/16 11:00,,,,,,,,,,,,,,,
12263486,0,3/9/16 7:32,3/14/16 20:39,,,,,,,,,,,,,,
12341922,0,3/11/16 1:52,,,,,,,,,,,,,,,
12777276,0,3/24/16 12:32,,,,,,,,,,,,,,,
12612603,0,3/19/16 13:43,,,,,,,,,,,,,,,
12485728,0,3/15/16 15:55,,,,,,,,,,,,,,,
11865839,0,2/26/16 12:15,,,,,,,,,,,,,,,
10993838,0,2/1/16 7:38,,,,,,,,,,,,,,,
11627467,0,2/19/16 16:26,,,,,,,,2/26/16 16:43,,,,,,2/26/16 17:04,
11873096,0,2/26/16 16:55,,,,,,,,,,,,,,3/5/16 21:39,
12959494,0,3/31/16 11:00,,,,,,,,,,,,,,,
12350564,0,3/11/16 8:57,,,,,,,,,4/22/16 9:03,,,,,,
12763462,0,3/23/16 22:16,,,,,,,,,,,,,,,
10685711,0,1/21/16 9:00,,,,,,,,,,,,,,,
12680072,0,3/22/16 2:37,,,,,,,,,,,,,,,
12285924,0,3/10/16 8:30,,,,,,,,,,,,,,,
10493909,0,1/14/16 7:15,,,,,,,,,,,,,,,
12259026,0,3/9/16 5:35,,,,,,,,,,,,,,,
12276020,0,3/9/16 11:30,,,,,,,,,,,,,,,
11689597,0,2/22/16 13:00,,,2/22/16 13:31,,,,,,,,,,,,
12409490,0,3/14/16 2:48,,,,,,,,,,,,,,,
11817466,0,2/25/16 10:14,,,,,,,,,,,,,,,
11363782,0,2/11/16 9:25,,,,,,,,,,,,,,,
12947697,0,3/31/16 21:59,,,,,,,,,,,,,,,
12428243,0,3/14/16 11:05,,,,,,,,,,,,,,,
10421625,0,1/12/16 10:22,,,,,,,,,,,,,,,
10695263,0,1/21/16 13:42,,,,,,,,,,,,,,,
10307249,0,1/7/16 6:52,,,,,,,,,1/12/16 5:29,,,,,,
11406553,0,2/12/16 9:49,,,,,,,,,,,,,,,
12733735,0,3/23/16 9:00,,,,,,,,,,,,,,,
10961502,0,1/30/16 11:56,,,,,,,,1/30/16 12:23,2/7/16 8:09,,,,,2/7/16 9:37,
11666898,0,2/22/16 4:30,,,,,,,,,,,,,,,
12737477,0,3/23/16 10:07,,,,,,,,,,,,,,,
10443181,0,1/13/16 9:10,,,,,,,,,,,,,,,
11761980,0,2/24/16 7:00,,,,,,,,,,,,,,,
11775593,0,2/24/16 11:17,,,,,,,,,,,,,,,
11932096,0,2/29/16 11:23,,,,,,,,,,,,,,,
12234032,0,3/8/16 12:50,,,,,,,,,,,,,,,
12476856,0,3/15/16 12:01,,,,,,,,,,,,,,3/15/16 12:05,
11232430,0,2/8/16 10:13,,,3/1/16 20:12,,,,,2/8/16 10:41,2/27/16 18:35,,,,,3/9/16 9:14,
10977452,0,1/31/16 15:05,,,,,,,,,,,,,,,
12399756,0,3/13/16 16:13,,,,,,,,,,,,,,,
12856335,0,3/29/16 4:41,,,,,,,,,,,,,,,
10379710,0,1/13/16 11:52,,,,,,,,,,,,,,,
10806125,0,1/27/16 2:23,,,,,,,,,2/1/16 5:50,1/27/16 2:24,,,,,
11285974,0,2/9/16 13:05,,,2/9/16 14:19,,,,,,,,,,,,
12499916,0,3/16/16 4:04,,,,,,,,,,,,,,,
12629352,0,3/20/16 14:21,,,,,,,,,,,,,,,
10438784,0,1/13/16 6:59,,,,,,,,,,,,,,,
11426096,0,3/1/16 18:23,,,,,,,,,,,,,,,
10581154,0,1/18/16 4:55,,,,,,,,,,,,,,,
10950444,0,1/30/16 9:59,,,,,,,,,,,,,,,
11270135,0,2/9/16 9:44,,,2/15/16 13:25,,,,,,,,,,,,
12427220,0,3/14/16 10:45,,,,,,,,,,,,,,,
12738409,0,3/23/16 10:30,,,,,,,,,,,,,,,
12579517,0,3/18/16 2:39,,,,,,,,,,,,,,,
11224565,0,2/8/16 7:29,,,,,,,,,,,,,,,
11898415,0,2/28/16 11:40,,,,,,,,2/28/16 11:47,2/28/16 19:14,2/28/16 11:43,,,,,
12668411,0,3/21/16 17:28,,,,,,,,,4/4/16 12:23,,,4/4/16 12:25,,4/4/16 10:20,
12423358,0,3/21/16 23:03,,,,,,,,,3/29/16 3:57,,,,,3/29/16 2:59,
10744247,0,1/24/16 10:04,,,,,,,,,,,,,,,
13023179,0,3/31/16 23:05,,,,,,,,,,,,,,,
12347146,0,3/11/16 7:22,,,,,,,,,,,,,,,
10763592,0,1/25/16 10:34,,,,,,,,,,,,,,,
9890792,0,1/4/16 3:06,,,,,,,,,,,,,,,
11943002,0,2/29/16 14:59,,,,,,,,,,,,,,,
12055258,0,3/3/16 2:31,,,,,,,,,,,,,,,
12307743,0,3/10/16 7:15,,,,,3/15/16 8:48,3/15/16 8:50,,,,,,,,,
11359217,0,2/11/16 8:10,,,,,,,,,,,,,,,
10370572,0,1/10/16 3:12,,,,,,,,,,,,,,,
3628042,0,2/1/16 3:45,,,,,,,,,,,,,,,
12842111,0,3/28/16 7:58,,,,,,,,,,,,,,,
12677089,0,3/21/16 23:42,,,,,,,,,,,,,,,
12208976,0,3/8/16 1:01,,,,,,,,,,,,,,,
12082357,0,3/9/16 9:26,,,,,,,,,,,,,,,
